#,old_path,new_path,bytes,mimetype,role,db_referenced,ref_columns,old_uid_in_consolidation
156,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/de08422c-f5f4-4cd2-b215-34c195cc84e5.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/de08422c-f5f4-4cd2-b215-34c195cc84e5.png,9191774,image/png,composite/other,yes,artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
157,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/dfae982d-a7ed-4518-a233-ac0fe3f8e02f.jpg,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/dfae982d-a7ed-4518-a233-ac0fe3f8e02f.jpg,206278,image/jpeg,composite/other,yes,artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
158,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/e92e846d-6bb7-4f83-9f10-0e19753f8dfe.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/e92e846d-6bb7-4f83-9f10-0e19753f8dfe.png,859680,image/png,composite/other,yes,artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
159,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/e92e846d-6bb7-4f83-9f10-0e19753f8dfe_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/e92e846d-6bb7-4f83-9f10-0e19753f8dfe_vton_raw.png,859680,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
160,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468.png,1868973,image/png,composite/other,yes,artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
161,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_flux_mask.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_flux_mask.png,36174,image/png,flux-interim,yes,artist_looks.composition_recipe_json,yes
162,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_flux_src.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_flux_src.png,1076817,image/png,flux-interim,yes,artist_looks.composition_recipe_json,yes
163,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_mask.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_mask.png,65619,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
164,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_pad_mask.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_pad_mask.png,65991,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
165,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_pad_src.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_pad_src.png,1955197,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
166,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_source1080.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/f248cdc2-6acc-4e18-a700-ab00de186468_source1080.png,1954787,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
167,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/f448c387-de20-4bd2-a9c7-22f3f7178719.jpg,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/f448c387-de20-4bd2-a9c7-22f3f7178719.jpg,178966,image/jpeg,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
168,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_face_guard.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_face_guard.png,78088,image/png,face-guard,NO(storage-only),,yes
169,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_flux_mask.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_flux_mask.png,31633,image/png,flux-interim,NO(storage-only),,yes
170,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_flux_src.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_flux_src.png,687242,image/png,flux-interim,NO(storage-only),,yes
171,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_mask.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_mask.png,58059,image/png,composite/other,NO(storage-only),,yes
172,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_pad_mask.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_pad_mask.png,58311,image/png,composite/other,NO(storage-only),,yes
173,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_pad_src.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_pad_src.png,921869,image/png,composite/other,NO(storage-only),,yes
174,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_source1080.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/fa92e2c6-9f16-4a88-801c-e2a3b5da257c_source1080.png,922456,image/png,composite/other,NO(storage-only),,yes
175,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/fb128288-6f95-4fc2-bf50-feebec6ab892.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/fb128288-6f95-4fc2-bf50-feebec6ab892.png,8678740,image/png,composite/other,yes,artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
176,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/feb3074e-fdb8-4c82-a6dc-42b4bd4d3e5b.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/feb3074e-fdb8-4c82-a6dc-42b4bd4d3e5b.png,7934489,image/png,composite/other,yes,artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
177,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/1e2ed4cb-1aed-453c-beae-5d722ab875e3_clothing.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/1e2ed4cb-1aed-453c-beae-5d722ab875e3_clothing.png,1525709,image/png,sam3-mask,yes,artist_looks.composition_recipe_json,yes
178,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/53aa8d86-b541-4bc9-a25a-9b19ec06984a_clothing.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/53aa8d86-b541-4bc9-a25a-9b19ec06984a_clothing.png,1124648,image/png,sam3-mask,yes,artist_looks.composition_recipe_json,yes
179,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/6e5d2478-e0ce-4590-a6a8-5cec97555e08_clothing.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/6e5d2478-e0ce-4590-a6a8-5cec97555e08_clothing.png,1487105,image/png,sam3-mask,yes,artist_looks.composition_recipe_json,yes
180,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/8e7afa86-2766-4bd7-affa-fc0ade7984e0_clothing.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/8e7afa86-2766-4bd7-affa-fc0ade7984e0_clothing.png,1160773,image/png,sam3-mask,yes,artist_looks.composition_recipe_json,yes
181,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/b9c3e7e7-408c-4c40-b6a8-ab74ccad74e6_clothing.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/b9c3e7e7-408c-4c40-b6a8-ab74ccad74e6_clothing.png,977648,image/png,sam3-mask,yes,artist_looks.composition_recipe_json,yes
182,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/cf638875-1266-480e-a59f-1971532066fa_clothing.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/cf638875-1266-480e-a59f-1971532066fa_clothing.png,1385552,image/png,sam3-mask,yes,artist_looks.composition_recipe_json,yes
183,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/d279f13a-64a4-4745-9bff-44ca8769bb4d_clothing.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/d279f13a-64a4-4745-9bff-44ca8769bb4d_clothing.png,1544416,image/png,sam3-mask,yes,artist_looks.composition_recipe_json,yes
184,832fa0bc-1f7e-4586-ab8b-2ac323698ede/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/f93af909-c5d0-4626-8599-552981ff8359_clothing.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/sam3/f93af909-c5d0-4626-8599-552981ff8359_clothing.png,1552936,image/png,sam3-mask,yes,artist_looks.composition_recipe_json,yes
185,864088d5-02ff-4155-a9c8-572ae2cf1c0c/8d4a4d22-41c0-43ab-ba99-92750f81e335/892d9003-7575-48e2-b1ad-694e0c45bbb9.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/892d9003-7575-48e2-b1ad-694e0c45bbb9.png,1944659,image/png,composite/other,NO(storage-only),,NO
186,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/1639b147-05df-4f9e-bbc9-a79e5400d686_detail_debug.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/1639b147-05df-4f9e-bbc9-a79e5400d686_detail_debug.png,1637732,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
187,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/1639b147-05df-4f9e-bbc9-a79e5400d686_logo_composite.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/1639b147-05df-4f9e-bbc9-a79e5400d686_logo_composite.png,1634082,image/png,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
188,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/1639b147-05df-4f9e-bbc9-a79e5400d686_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/1639b147-05df-4f9e-bbc9-a79e5400d686_vton_raw.png,862233,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
189,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/1c95712e-be4c-43fc-9c8b-d02b59c6264d.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/1c95712e-be4c-43fc-9c8b-d02b59c6264d.png,16194305,image/png,composite/other,yes,artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
190,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/3096712c-b353-4f80-ad1b-aff297c43ba1_logo_composite.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/3096712c-b353-4f80-ad1b-aff297c43ba1_logo_composite.png,1610309,image/png,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
191,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/3096712c-b353-4f80-ad1b-aff297c43ba1_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/3096712c-b353-4f80-ad1b-aff297c43ba1_vton_raw.png,861953,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
192,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/3887eecd-679c-45e3-8d9f-d67c5b5a1806_logo_composite.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/3887eecd-679c-45e3-8d9f-d67c5b5a1806_logo_composite.png,1608391,image/png,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
193,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/3887eecd-679c-45e3-8d9f-d67c5b5a1806_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/3887eecd-679c-45e3-8d9f-d67c5b5a1806_vton_raw.png,861764,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
194,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/4b94d870-dc16-4e95-a456-ec71e8dc871f_detail_debug.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/4b94d870-dc16-4e95-a456-ec71e8dc871f_detail_debug.png,1637583,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
195,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/4b94d870-dc16-4e95-a456-ec71e8dc871f_logo_composite.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/4b94d870-dc16-4e95-a456-ec71e8dc871f_logo_composite.png,1631576,image/png,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
196,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/4b94d870-dc16-4e95-a456-ec71e8dc871f_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/4b94d870-dc16-4e95-a456-ec71e8dc871f_vton_raw.png,862294,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
197,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/5fcc8bbc-65a2-487a-9325-b5177613ff81_logo_composite.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/5fcc8bbc-65a2-487a-9325-b5177613ff81_logo_composite.png,1634247,image/png,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
198,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/5fcc8bbc-65a2-487a-9325-b5177613ff81_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/5fcc8bbc-65a2-487a-9325-b5177613ff81_vton_raw.png,862002,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
199,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/6770ab07-2aff-475a-8e79-ee01b5bb2515.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/6770ab07-2aff-475a-8e79-ee01b5bb2515.png,862136,image/png,composite/other,yes,artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
200,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/6f0ce4d3-2e88-46c6-9560-94b330536469.jpg,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/6f0ce4d3-2e88-46c6-9560-94b330536469.jpg,589509,image/jpeg,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
201,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/90da08a3-b429-46dd-aff6-57406235a98f.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/90da08a3-b429-46dd-aff6-57406235a98f.png,1635300,image/png,composite/other,yes,artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
202,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/90da08a3-b429-46dd-aff6-57406235a98f_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/90da08a3-b429-46dd-aff6-57406235a98f_vton_raw.png,862007,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
203,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/95f0b94a-ed8e-44ef-a43c-e61d7d8a282e_detail_debug.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/95f0b94a-ed8e-44ef-a43c-e61d7d8a282e_detail_debug.png,1637486,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
204,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/95f0b94a-ed8e-44ef-a43c-e61d7d8a282e_logo_composite.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/95f0b94a-ed8e-44ef-a43c-e61d7d8a282e_logo_composite.png,1631837,image/png,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
205,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/95f0b94a-ed8e-44ef-a43c-e61d7d8a282e_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/95f0b94a-ed8e-44ef-a43c-e61d7d8a282e_vton_raw.png,861757,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
206,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/ac427f2a-82c1-4f04-97f9-531d3d976a25_logo_composite.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/ac427f2a-82c1-4f04-97f9-531d3d976a25_logo_composite.png,1609149,image/png,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
207,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/ac427f2a-82c1-4f04-97f9-531d3d976a25_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/ac427f2a-82c1-4f04-97f9-531d3d976a25_vton_raw.png,861812,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
208,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/cf46066e-e055-44b5-97bf-c7ee5f9956a4_detail_debug.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/cf46066e-e055-44b5-97bf-c7ee5f9956a4_detail_debug.png,1637019,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
209,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/cf46066e-e055-44b5-97bf-c7ee5f9956a4_logo_composite.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/cf46066e-e055-44b5-97bf-c7ee5f9956a4_logo_composite.png,1628392,image/png,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
210,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/cf46066e-e055-44b5-97bf-c7ee5f9956a4_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/cf46066e-e055-44b5-97bf-c7ee5f9956a4_vton_raw.png,862242,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
211,9044c334-f5ea-41fa-b000-6d5407010343/8d4a4d22-41c0-43ab-ba99-92750f81e335/imported_1781743872682.jpg,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/imported_1781743872682.jpg,66410,image/jpeg,imported-look,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
212,917cccac-6de0-4b56-ab1e-b4dffdc7ac5a/8d4a4d22-41c0-43ab-ba99-92750f81e335/b2e05a50-c61e-47ea-876d-45ee8d0a89ca.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/b2e05a50-c61e-47ea-876d-45ee8d0a89ca.png,1028180,image/png,composite/other,yes,artist_looks.composition_recipe_json|artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
213,917cccac-6de0-4b56-ab1e-b4dffdc7ac5a/8d4a4d22-41c0-43ab-ba99-92750f81e335/b2e05a50-c61e-47ea-876d-45ee8d0a89ca_vton_raw.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/b2e05a50-c61e-47ea-876d-45ee8d0a89ca_vton_raw.png,1028180,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
214,99c8af67-c6ce-4ed0-8440-eb0f72667589/8d4a4d22-41c0-43ab-ba99-92750f81e335/00e97eeb-0ef9-4335-b8e1-e4ef69984e28_mask.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/00e97eeb-0ef9-4335-b8e1-e4ef69984e28_mask.png,68139,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
215,99c8af67-c6ce-4ed0-8440-eb0f72667589/8d4a4d22-41c0-43ab-ba99-92750f81e335/00e97eeb-0ef9-4335-b8e1-e4ef69984e28_pad_mask.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/00e97eeb-0ef9-4335-b8e1-e4ef69984e28_pad_mask.png,68740,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
216,99c8af67-c6ce-4ed0-8440-eb0f72667589/8d4a4d22-41c0-43ab-ba99-92750f81e335/00e97eeb-0ef9-4335-b8e1-e4ef69984e28_pad_src.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/00e97eeb-0ef9-4335-b8e1-e4ef69984e28_pad_src.png,3616958,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
217,99c8af67-c6ce-4ed0-8440-eb0f72667589/8d4a4d22-41c0-43ab-ba99-92750f81e335/00e97eeb-0ef9-4335-b8e1-e4ef69984e28_source1080.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/00e97eeb-0ef9-4335-b8e1-e4ef69984e28_source1080.png,3614905,image/png,composite/other,yes,artist_looks.composition_recipe_json,yes
218,99c8af67-c6ce-4ed0-8440-eb0f72667589/8d4a4d22-41c0-43ab-ba99-92750f81e335/02e52028-b110-4281-be2b-07e82fdfac50.jpg,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/02e52028-b110-4281-be2b-07e82fdfac50.jpg,285234,image/jpeg,composite/other,yes,artist_looks.generated_image_url|artist_looks.generated_storage_path,yes
219,99c8af67-c6ce-4ed0-8440-eb0f72667589/8d4a4d22-41c0-43ab-ba99-92750f81e335/0c1622fa-1858-4654-bf04-0b6eb6aadf5e_flux_mask.png,3ca10935-8c3d-4479-9a0c-8bfe8050840c/8d4a4d22-41c0-43ab-ba99-92750f81e335/0c1622fa-1858-4654-bf04-0b6eb6aadf5e_flux_mask.png,37716,image/png,flux-interim,yes,artist_looks.composition_recipe_json,yes
